FLIGHT_DATE,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_CD,ARRIVAL_STATION_CD,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX
5/22/2025,13:01,Lunchtime,BA,BA1007,LHR,IST,Turkey,Europe,SHORT,A320,0,20,160,0,7,29
10/23/2025,14:57,Afternoon,BA,BA6487,LHR,DFW,USA,North America,LONG,B787,8,42,166,2,11,41
5/29/2025,21:24,Evening,BA,BA4301,LHR,DFW,USA,North America,LONG,B777,0,48,224,0,2,14
6/17/2025,17:18,Afternoon,BA,BA2128,LHR,DXB,UAE,Middle East,LONG,B787,0,31,173,0,0,6
7/8/2025,21:08,Evening,BA,BA3287,LHR,VIE,Austria,Europe,SHORT,A320,0,12,168,3,12,43
8/2/2025,16:59,Afternoon,BA,BA2751,LHR,BCN,Spain,Europe,SHORT,A320,0,14,166,0,10,36
7/27/2025,7:48,Morning,BA,BA5531,LHR,BCN,Spain,Europe,SHORT,A320,0,18,162,0,3,16
10/13/2025,10:27,Morning,BA,BA2886,LHR,MUC,Germany,Europe,SHORT,A320,0,2,178,1,3,17
5/10/2025,10:30,Morning,BA,BA4149,LHR,MUC,Germany,Europe,SHORT,A320,0,11,169,2,14,48
9/4/2025,20:51,Evening,BA,BA3745,LHR,AMS,Netherlands,Europe,SHORT,A320,0,19,161,0,1,12
4/11/2025,11:37,Morning,BA,BA7073,LHR,ORD,USA,North America,LONG,B777,0,32,304,0,17,56
10/20/2025,8:28,Morning,BA,BA2722,LHR,MAD,Spain,Europe,SHORT,A320,0,5,175,1,3,16
7/6/2025,12:43,Lunchtime,BA,BA9760,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,1,11,40
10/14/2025,16:27,Afternoon,BA,BA7048,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,0,6,25
7/26/2025,8:32,Morning,BA,BA3599,LHR,LAX,USA,North America,LONG,B777,8,49,178,0,11,40
10/1/2025,18:31,Evening,BA,BA8822,LHR,BCN,Spain,Europe,SHORT,A320,0,18,162,0,5,22
8/16/2025,8:14,Morning,BA,BA7923,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,1,7,28
8/10/2025,17:03,Afternoon,BA,BA8568,LHR,BCN,Spain,Europe,SHORT,A320,0,15,165,2,8,31
7/1/2025,12:31,Lunchtime,BA,BA2300,LHR,AMS,Netherlands,Europe,SHORT,A320,0,2,178,3,2,15
9/8/2025,13:26,Lunchtime,BA,BA5354,LHR,BCN,Spain,Europe,SHORT,A320,0,11,169,2,12,42
5/23/2025,20:39,Evening,BA,BA8426,LHR,BCN,Spain,Europe,SHORT,A320,0,6,174,0,5,22
6/30/2025,17:13,Afternoon,BA,BA4189,LHR,IST,Turkey,Europe,SHORT,A320,0,18,162,0,7,27
5/29/2025,19:51,Evening,BA,BA8023,LHR,BCN,Spain,Europe,SHORT,A320,0,12,168,1,2,15
4/6/2025,20:15,Evening,BA,BA2417,LHR,VIE,Austria,Europe,SHORT,A320,0,12,168,1,0,0
8/26/2025,10:29,Morning,BA,BA9338,LHR,FRA,Germany,Europe,SHORT,A320,0,3,177,0,7,27
10/20/2025,7:25,Morning,BA,BA8660,LHR,BCN,Spain,Europe,SHORT,A320,0,12,168,0,21,68
4/1/2025,22:11,Evening,BA,BA8234,LHR,MAD,Spain,Europe,SHORT,A320,0,19,161,2,12,43
5/12/2025,8:57,Morning,BA,BA5528,LHR,MAD,Spain,Europe,SHORT,A320,0,11,169,0,8,30
7/30/2025,22:28,Evening,BA,BA9644,LHR,AMS,Netherlands,Europe,SHORT,A320,0,20,160,0,6,26
10/15/2025,20:35,Evening,BA,BA1657,LHR,BCN,Spain,Europe,SHORT,A320,0,5,175,0,8,31
4/1/2025,10:20,Morning,BA,BA2222,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,1,11,39
4/26/2025,16:24,Afternoon,BA,BA4488,LHR,MUC,Germany,Europe,SHORT,A320,0,14,166,0,1,12
7/20/2025,16:18,Afternoon,BA,BA9391,LHR,BCN,Spain,Europe,SHORT,A320,0,12,168,1,14,48
6/26/2025,10:44,Morning,BA,BA8606,LHR,LAX,USA,North America,LONG,B777,0,32,300,0,12,41
6/18/2025,13:22,Lunchtime,BA,BA1079,LHR,DFW,USA,North America,LONG,B787,0,31,173,0,12,42
8/1/2025,20:05,Evening,BA,BA4198,LHR,VIE,Austria,Europe,SHORT,A320,0,0,180,0,10,37
4/8/2025,10:44,Morning,BA,BA2166,LHR,VIE,Austria,Europe,SHORT,A320,0,12,168,1,8,31
6/26/2025,15:52,Afternoon,BA,BA5079,LHR,DFW,USA,North America,LONG,B777,8,49,178,3,11,41
9/12/2025,6:24,Morning,BA,BA3216,LHR,LAX,USA,North America,LONG,B777,8,49,178,1,11,40
5/1/2025,21:48,Evening,BA,BA2953,LHR,CDG,France,Europe,SHORT,A320,0,4,176,2,6,25
10/4/2025,6:49,Morning,BA,BA5104,LHR,BCN,Spain,Europe,SHORT,A320,0,3,177,0,5,21
9/16/2025,17:41,Afternoon,BA,BA3967,LHR,MUC,Germany,Europe,SHORT,A320,0,19,161,0,8,32
8/27/2025,12:04,Lunchtime,BA,BA4791,LHR,HND,Japan,Asia,LONG,B787,8,48,200,0,16,54
7/3/2025,6:35,Morning,BA,BA9768,LHR,VIE,Austria,Europe,SHORT,A320,0,12,168,0,1,11
10/19/2025,20:53,Evening,BA,BA5749,LHR,MAD,Spain,Europe,SHORT,A320,0,18,162,1,0,7
5/7/2025,13:39,Lunchtime,BA,BA2326,LHR,VIE,Austria,Europe,SHORT,A320,0,12,168,1,9,33
9/23/2025,21:11,Evening,BA,BA7071,LHR,IST,Turkey,Europe,SHORT,A320,0,2,178,3,8,31
10/7/2025,6:25,Morning,BA,BA9049,LHR,VIE,Austria,Europe,SHORT,A320,0,17,163,0,9,33
10/16/2025,10:56,Morning,BA,BA1322,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,0,9,34
10/15/2025,16:25,Afternoon,BA,BA9589,LHR,HND,Japan,Asia,LONG,B787,8,42,166,0,7,27
8/1/2025,13:54,Lunchtime,BA,BA6328,LHR,MUC,Germany,Europe,SHORT,A320,0,3,177,0,16,54
7/22/2025,10:57,Morning,BA,BA2830,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,13,167,0,0,5
9/29/2025,9:09,Morning,BA,BA4518,LHR,VIE,Austria,Europe,SHORT,A320,0,13,167,0,3,17
6/3/2025,22:48,Evening,BA,BA3268,LHR,FRA,Germany,Europe,SHORT,A320,0,13,167,0,7,29
5/24/2025,15:40,Afternoon,BA,BA6854,LHR,MAD,Spain,Europe,SHORT,A320,0,11,169,0,0,5
5/18/2025,20:16,Evening,BA,BA7298,LHR,BCN,Spain,Europe,SHORT,A320,0,1,179,0,7,28
9/15/2025,20:28,Evening,BA,BA8585,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,17,56
9/22/2025,21:35,Evening,BA,BA2281,LHR,LAX,USA,North America,LONG,B787,8,42,166,0,8,31
6/25/2025,11:25,Morning,BA,BA7256,LHR,FRA,Germany,Europe,SHORT,A320,0,12,168,0,9,34
7/10/2025,7:52,Morning,BA,BA1114,LHR,LAX,USA,North America,LONG,B777,8,49,178,0,1,11
10/25/2025,17:19,Afternoon,BA,BA4963,LHR,BCN,Spain,Europe,SHORT,A320,0,12,168,0,4,21
10/10/2025,22:03,Evening,BA,BA8175,LHR,MAD,Spain,Europe,SHORT,A320,0,8,172,0,6,24
5/15/2025,9:35,Morning,BA,BA8356,LHR,CDG,France,Europe,SHORT,A320,0,15,165,0,6,25
5/13/2025,10:21,Morning,BA,BA7102,LHR,HND,Japan,Asia,LONG,B777,8,49,178,0,15,50
10/16/2025,15:26,Afternoon,BA,BA5487,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,1,11,39
8/21/2025,22:16,Evening,BA,BA8769,LHR,IST,Turkey,Europe,SHORT,A320,0,1,179,0,2,13
4/20/2025,13:06,Lunchtime,BA,BA8058,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,6,174,1,9,34
8/17/2025,7:23,Morning,BA,BA8287,LHR,JFK,USA,North America,LONG,B777,0,32,300,0,10,38
4/23/2025,16:15,Afternoon,BA,BA6476,LHR,MAD,Spain,Europe,SHORT,A320,0,12,168,0,14,48
9/3/2025,13:01,Lunchtime,BA,BA6212,LHR,BCN,Spain,Europe,SHORT,A320,0,17,163,1,16,55
7/8/2025,15:38,Afternoon,BA,BA5439,LHR,IST,Turkey,Europe,SHORT,A320,0,7,173,0,2,14
8/11/2025,20:11,Evening,BA,BA4427,LHR,DXB,UAE,Middle East,LONG,B787,0,31,173,1,3,18
7/1/2025,19:49,Evening,BA,BA2996,LHR,JFK,USA,North America,LONG,B777,0,32,300,0,1,11
4/9/2025,17:53,Afternoon,BA,BA6290,LHR,LAX,USA,North America,LONG,B777,0,48,224,0,6,27
5/28/2025,17:19,Afternoon,BA,BA2506,LHR,LAX,USA,North America,LONG,A380,14,97,358,1,10,38
7/10/2025,12:28,Lunchtime,BA,BA3332,LHR,CDG,France,Europe,SHORT,A320,0,12,168,0,13,46
5/16/2025,19:36,Evening,BA,BA5581,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,7,29
9/4/2025,7:26,Morning,BA,BA3827,LHR,MUC,Germany,Europe,SHORT,A320,0,2,178,0,6,25
9/25/2025,10:47,Morning,BA,BA6274,LHR,FRA,Germany,Europe,SHORT,A320,0,18,162,0,9,33
4/4/2025,10:06,Morning,BA,BA7485,LHR,BCN,Spain,Europe,SHORT,A320,0,18,162,0,3,17
6/8/2025,10:12,Morning,BA,BA6373,LHR,VIE,Austria,Europe,SHORT,A320,0,5,175,0,19,63
7/14/2025,22:38,Evening,BA,BA2760,LHR,LAX,USA,North America,LONG,A350,0,56,275,1,0,5
10/21/2025,7:04,Morning,BA,BA6893,LHR,BCN,Spain,Europe,SHORT,A320,0,11,169,1,9,33
4/5/2025,7:13,Morning,BA,BA6119,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,5,175,0,19,62
4/6/2025,21:54,Evening,BA,BA4277,LHR,LAX,USA,North America,LONG,B777,0,32,300,4,8,30
10/22/2025,18:49,Evening,BA,BA4835,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,7,27
9/9/2025,19:55,Evening,BA,BA4316,LHR,DFW,USA,North America,LONG,A350,0,56,275,0,6,25
7/5/2025,11:05,Morning,BA,BA9539,LHR,DXB,UAE,Middle East,LONG,B777,0,48,224,1,7,27
8/23/2025,8:31,Morning,BA,BA9882,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,2,178,1,15,52
10/10/2025,10:49,Morning,BA,BA4522,LHR,BCN,Spain,Europe,SHORT,A320,0,18,162,1,0,0
5/4/2025,9:44,Morning,BA,BA2129,LHR,DFW,USA,North America,LONG,A380,14,97,358,0,16,54
6/10/2025,8:51,Morning,BA,BA3946,LHR,JFK,USA,North America,LONG,B787,8,48,200,0,0,8
4/25/2025,11:47,Morning,BA,BA5604,LHR,CDG,France,Europe,SHORT,A320,0,5,175,1,6,26
10/29/2025,10:32,Morning,BA,BA3603,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,1,179,0,5,24
10/16/2025,19:59,Evening,BA,BA2124,LHR,FRA,Germany,Europe,SHORT,A320,0,15,165,1,11,39
7/13/2025,14:01,Afternoon,BA,BA2971,LHR,LAX,USA,North America,LONG,A350,0,56,275,0,0,5
10/25/2025,6:02,Morning,BA,BA9866,LHR,MAD,Spain,Europe,SHORT,A320,0,10,170,1,10,38
6/2/2025,6:31,Morning,BA,BA1710,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,19,62
10/5/2025,21:26,Evening,BA,BA2346,LHR,FRA,Germany,Europe,SHORT,A320,0,2,178,0,0,9
4/18/2025,6:28,Morning,BA,BA1476,LHR,MUC,Germany,Europe,SHORT,A320,0,19,161,0,9,33
6/20/2025,19:38,Evening,BA,BA4028,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,1,179,1,4,20
9/3/2025,22:52,Evening,BA,BA5051,LHR,LAX,USA,North America,LONG,A350,0,56,275,1,10,37
4/18/2025,17:19,Afternoon,BA,BA6269,LHR,VIE,Austria,Europe,SHORT,A320,0,1,179,0,8,31
5/30/2025,18:51,Evening,BA,BA7118,LHR,JFK,USA,North America,LONG,B777,0,48,224,1,4,20
5/22/2025,6:27,Morning,BA,BA7802,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,10,38
8/30/2025,7:25,Morning,BA,BA1924,LHR,HND,Japan,Asia,LONG,B777,0,48,224,0,18,58
6/20/2025,6:11,Morning,BA,BA3784,LHR,JFK,USA,North America,LONG,A380,14,97,358,0,7,27
8/2/2025,8:18,Morning,BA,BA3106,LHR,HND,Japan,Asia,LONG,B787,0,31,173,0,12,42
6/25/2025,20:08,Evening,BA,BA7276,LHR,DFW,USA,North America,LONG,B777,0,32,304,0,1,10
6/23/2025,20:35,Evening,BA,BA9487,LHR,MUC,Germany,Europe,SHORT,A320,0,9,171,0,3,15
9/26/2025,17:24,Afternoon,BA,BA3066,LHR,ORD,USA,North America,LONG,A350,0,56,275,1,10,38
10/19/2025,6:31,Morning,BA,BA2495,LHR,HND,Japan,Asia,LONG,B787,8,42,166,1,16,53
9/9/2025,15:52,Afternoon,BA,BA1369,LHR,BCN,Spain,Europe,SHORT,A320,0,2,178,0,10,36
10/4/2025,12:07,Lunchtime,BA,BA3822,LHR,ORD,USA,North America,LONG,B777,8,49,178,0,6,25
10/2/2025,6:58,Morning,BA,BA3092,LHR,HND,Japan,Asia,LONG,B777,0,32,304,2,8,30
4/23/2025,12:00,Lunchtime,BA,BA2972,LHR,AMS,Netherlands,Europe,SHORT,A320,0,16,164,1,1,11
6/12/2025,10:24,Morning,BA,BA5233,LHR,CDG,France,Europe,SHORT,A320,0,9,171,0,11,40
9/27/2025,18:50,Evening,BA,BA1834,LHR,MUC,Germany,Europe,SHORT,A320,0,4,176,1,13,44
10/1/2025,8:26,Morning,BA,BA5255,LHR,CDG,France,Europe,SHORT,A320,0,2,178,0,5,23
6/16/2025,15:21,Afternoon,BA,BA8152,LHR,JFK,USA,North America,LONG,B777,0,48,224,0,5,23
10/15/2025,12:26,Lunchtime,BA,BA4190,LHR,AMS,Netherlands,Europe,SHORT,A320,0,9,171,0,9,34
6/8/2025,6:41,Morning,BA,BA7187,LHR,VIE,Austria,Europe,SHORT,A320,0,9,171,0,5,23
5/30/2025,7:34,Morning,BA,BA6952,LHR,DFW,USA,North America,LONG,A350,0,56,275,2,7,29
5/8/2025,18:17,Evening,BA,BA7761,LHR,IST,Turkey,Europe,SHORT,A320,0,19,161,0,19,63
9/16/2025,11:38,Morning,BA,BA9418,LHR,ORD,USA,North America,LONG,B787,8,48,200,0,6,26
10/1/2025,8:32,Morning,BA,BA9446,LHR,CDG,France,Europe,SHORT,A320,0,14,166,2,6,25
9/17/2025,8:46,Morning,BA,BA2568,LHR,FRA,Germany,Europe,SHORT,A320,0,1,179,2,4,20
4/15/2025,19:58,Evening,BA,BA9337,LHR,HND,Japan,Asia,LONG,B777,0,32,304,1,12,42
8/6/2025,19:45,Evening,BA,BA3850,LHR,AMS,Netherlands,Europe,SHORT,A320,0,13,167,0,7,27
5/2/2025,9:35,Morning,BA,BA5730,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,4,20
9/2/2025,15:25,Afternoon,BA,BA1195,LHR,DFW,USA,North America,LONG,A350,0,56,275,1,15,51
8/3/2025,14:09,Afternoon,BA,BA7436,LHR,MUC,Germany,Europe,SHORT,A320,0,18,162,0,16,52
6/24/2025,8:10,Morning,BA,BA4486,LHR,ORD,USA,North America,LONG,B787,8,42,166,0,4,21
6/18/2025,13:24,Lunchtime,BA,BA1474,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,0,1
9/20/2025,20:24,Evening,BA,BA1903,LHR,JFK,USA,North America,LONG,B787,8,48,200,0,13,46
5/21/2025,8:42,Morning,BA,BA8101,LHR,ORD,USA,North America,LONG,A350,0,56,275,0,4,20
9/17/2025,15:30,Afternoon,BA,BA9989,LHR,FRA,Germany,Europe,SHORT,A320,0,4,176,0,12,43
4/23/2025,16:51,Afternoon,BA,BA9546,LHR,FRA,Germany,Europe,SHORT,A320,0,7,173,0,0,0
8/30/2025,9:25,Morning,BA,BA7951,LHR,BCN,Spain,Europe,SHORT,A320,0,15,165,0,13,44
10/27/2025,9:31,Morning,BA,BA6768,LHR,IST,Turkey,Europe,SHORT,A320,0,2,178,0,1,11
4/1/2025,17:18,Afternoon,BA,BA8090,LHR,DXB,UAE,Middle East,LONG,A350,0,56,275,0,12,42
6/17/2025,13:59,Lunchtime,BA,BA1968,LHR,FRA,Germany,Europe,SHORT,A320,0,20,160,1,8,31
9/10/2025,18:05,Evening,BA,BA3072,LHR,FRA,Germany,Europe,SHORT,A320,0,9,171,1,3,15
8/1/2025,20:30,Evening,BA,BA9841,LHR,VIE,Austria,Europe,SHORT,A320,0,13,167,0,6,24
8/19/2025,12:40,Lunchtime,BA,BA5309,LHR,MAD,Spain,Europe,SHORT,A320,0,9,171,0,12,41
9/19/2025,9:51,Morning,BA,BA5811,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,12,168,0,8,32
7/9/2025,15:28,Afternoon,BA,BA3090,LHR,JFK,USA,North America,LONG,B777,0,32,304,0,11,39
4/27/2025,8:10,Morning,BA,BA8984,LHR,DXB,UAE,Middle East,LONG,B787,0,35,179,0,19,61
9/4/2025,13:17,Lunchtime,BA,BA4396,LHR,MUC,Germany,Europe,SHORT,A320,0,14,166,0,0,6
5/16/2025,7:50,Morning,BA,BA4695,LHR,BCN,Spain,Europe,SHORT,A320,0,12,168,1,17,56
4/21/2025,21:45,Evening,BA,BA6866,LHR,DXB,UAE,Middle East,LONG,B787,0,35,179,0,8,32
7/22/2025,12:36,Lunchtime,BA,BA7535,LHR,MUC,Germany,Europe,SHORT,A320,0,2,178,0,3,16
8/2/2025,21:46,Evening,BA,BA1262,LHR,DFW,USA,North America,LONG,B787,0,31,173,0,0,10
8/2/2025,11:03,Morning,BA,BA2236,LHR,VIE,Austria,Europe,SHORT,A320,0,14,166,1,7,27
10/3/2025,6:10,Morning,BA,BA4832,LHR,AMS,Netherlands,Europe,SHORT,A320,0,4,176,0,13,45
4/13/2025,20:46,Evening,BA,BA9357,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,10,170,1,7,28
4/13/2025,21:16,Evening,BA,BA6818,LHR,MAD,Spain,Europe,SHORT,A320,0,3,177,0,16,54
10/21/2025,7:23,Morning,BA,BA7716,LHR,VIE,Austria,Europe,SHORT,A320,0,20,160,1,0,8
7/2/2025,18:16,Evening,BA,BA6738,LHR,FRA,Germany,Europe,SHORT,A320,0,19,161,2,8,30
5/8/2025,12:55,Lunchtime,BA,BA7738,LHR,VIE,Austria,Europe,SHORT,A320,0,18,162,2,1,11
7/10/2025,9:27,Morning,BA,BA1822,LHR,ORD,USA,North America,LONG,B777,0,32,304,0,10,36
4/25/2025,6:28,Morning,BA,BA2589,LHR,MUC,Germany,Europe,SHORT,A320,0,8,172,0,13,44
10/17/2025,8:44,Morning,BA,BA6389,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,0,5,24
10/6/2025,7:35,Morning,BA,BA2145,LHR,LAX,USA,North America,LONG,B787,0,35,179,2,0,0
6/7/2025,7:31,Morning,BA,BA5295,LHR,AMS,Netherlands,Europe,SHORT,A320,0,17,163,0,9,33
7/9/2025,22:15,Evening,BA,BA7072,LHR,MAD,Spain,Europe,SHORT,A320,0,1,179,0,10,37
8/21/2025,17:02,Afternoon,BA,BA1692,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,20,160,0,10,37
10/25/2025,15:01,Afternoon,BA,BA2022,LHR,BCN,Spain,Europe,SHORT,A320,0,17,163,0,15,50
5/20/2025,21:25,Evening,BA,BA9033,LHR,AMS,Netherlands,Europe,SHORT,A320,0,6,174,0,2,14
9/1/2025,15:14,Afternoon,BA,BA9419,LHR,CDG,France,Europe,SHORT,A320,0,1,179,0,11,41
9/8/2025,18:55,Evening,BA,BA4431,LHR,FRA,Germany,Europe,SHORT,A320,0,7,173,0,14,49
4/13/2025,7:56,Morning,BA,BA9217,LHR,FRA,Germany,Europe,SHORT,A320,0,13,167,0,0,3
10/30/2025,10:26,Morning,BA,BA7953,LHR,MAD,Spain,Europe,SHORT,A320,0,17,163,2,10,35
7/5/2025,19:56,Evening,BA,BA9288,LHR,VIE,Austria,Europe,SHORT,A320,0,5,175,1,5,22
7/7/2025,20:34,Evening,BA,BA4450,LHR,IST,Turkey,Europe,SHORT,A320,0,13,167,1,7,29
10/29/2025,17:08,Afternoon,BA,BA7821,LHR,CDG,France,Europe,SHORT,A320,0,8,172,0,10,36
7/12/2025,19:19,Evening,BA,BA3579,LHR,DXB,UAE,Middle East,LONG,B777,0,32,304,1,5,23
5/20/2025,7:47,Morning,BA,BA3718,LHR,LAX,USA,North America,LONG,B787,0,35,179,0,4,20
7/8/2025,10:34,Morning,BA,BA2841,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,8,31
10/9/2025,15:01,Afternoon,BA,BA5808,LHR,MAD,Spain,Europe,SHORT,A320,0,17,163,0,2,13
9/20/2025,15:38,Afternoon,BA,BA4075,LHR,DXB,UAE,Middle East,LONG,B787,8,42,166,0,2,13
8/8/2025,22:26,Evening,BA,BA2182,LHR,CDG,France,Europe,SHORT,A320,0,14,166,0,11,41
10/17/2025,14:27,Afternoon,BA,BA6882,LHR,MAD,Spain,Europe,SHORT,A320,0,9,171,6,1,12
4/9/2025,21:55,Evening,BA,BA3715,LHR,VIE,Austria,Europe,SHORT,A320,0,10,170,0,11,41
10/27/2025,19:22,Evening,BA,BA1140,LHR,ORD,USA,North America,LONG,A380,14,97,358,0,10,38
10/29/2025,6:40,Morning,BA,BA7722,LHR,VIE,Austria,Europe,SHORT,A320,0,4,176,0,0,3
10/5/2025,7:15,Morning,BA,BA3563,LHR,CDG,France,Europe,SHORT,A320,0,16,164,0,4,20
4/10/2025,15:26,Afternoon,BA,BA2962,LHR,DFW,USA,North America,LONG,B777,0,48,224,0,14,49
5/16/2025,6:00,Morning,BA,BA7195,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,2,15
4/18/2025,13:33,Lunchtime,BA,BA9765,LHR,MUC,Germany,Europe,SHORT,A320,0,6,174,1,5,23
8/20/2025,19:44,Evening,BA,BA5572,LHR,JFK,USA,North America,LONG,B787,8,48,200,0,10,38
9/19/2025,17:31,Afternoon,BA,BA2681,LHR,BCN,Spain,Europe,SHORT,A320,0,9,171,0,12,43
10/14/2025,18:44,Evening,BA,BA2924,LHR,CDG,France,Europe,SHORT,A320,0,19,161,1,6,26
6/28/2025,9:03,Morning,BA,BA6932,LHR,JFK,USA,North America,LONG,B787,8,42,166,2,5,21
10/11/2025,21:33,Evening,BA,BA6099,LHR,IST,Turkey,Europe,SHORT,A320,0,19,161,1,16,52
5/4/2025,10:39,Morning,BA,BA9350,LHR,ORD,USA,North America,LONG,B787,8,42,166,0,17,57
8/29/2025,7:30,Morning,BA,BA1077,LHR,MAD,Spain,Europe,SHORT,A320,0,12,168,0,13,46
9/3/2025,8:46,Morning,BA,BA9693,LHR,MUC,Germany,Europe,SHORT,A320,0,16,164,0,8,32
5/5/2025,17:58,Afternoon,BA,BA5405,LHR,FRA,Germany,Europe,SHORT,A320,0,14,166,1,3,18
5/20/2025,10:01,Morning,BA,BA7793,LHR,IST,Turkey,Europe,SHORT,A320,0,19,161,2,3,17
6/9/2025,11:21,Morning,BA,BA6748,LHR,LAX,USA,North America,LONG,B787,0,31,173,0,11,38
8/18/2025,11:59,Morning,BA,BA5360,LHR,BCN,Spain,Europe,SHORT,A320,0,10,170,0,10,37
8/12/2025,6:17,Morning,BA,BA4327,LHR,HND,Japan,Asia,LONG,B777,8,49,178,1,15,52
5/19/2025,9:31,Morning,BA,BA7477,LHR,MAD,Spain,Europe,SHORT,A320,0,12,168,0,11,40
9/7/2025,8:02,Morning,BA,BA1261,LHR,DFW,USA,North America,LONG,B787,0,31,173,0,0,7
4/7/2025,14:29,Afternoon,BA,BA7379,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,14,47
4/25/2025,10:29,Morning,BA,BA8446,LHR,DFW,USA,North America,LONG,A380,14,97,358,0,2,15
10/3/2025,16:05,Afternoon,BA,BA9777,LHR,ORD,USA,North America,LONG,A350,0,56,275,8,6,24
5/13/2025,15:17,Afternoon,BA,BA3810,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,0,9,34
7/12/2025,15:05,Afternoon,BA,BA1260,LHR,HND,Japan,Asia,LONG,B787,8,42,166,0,19,61
10/13/2025,6:54,Morning,BA,BA7216,LHR,AMS,Netherlands,Europe,SHORT,A320,0,16,164,0,25,79
4/28/2025,15:32,Afternoon,BA,BA6134,LHR,VIE,Austria,Europe,SHORT,A320,0,12,168,0,11,40
4/13/2025,7:50,Morning,BA,BA3796,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,12,168,0,7,27
6/9/2025,21:11,Evening,BA,BA8068,LHR,MUC,Germany,Europe,SHORT,A320,0,6,174,0,11,39
4/9/2025,9:38,Morning,BA,BA9916,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,13,44
5/26/2025,6:57,Morning,BA,BA3772,LHR,FRA,Germany,Europe,SHORT,A320,0,9,171,1,6,25
9/16/2025,18:41,Evening,BA,BA8420,LHR,DFW,USA,North America,LONG,B777,0,32,300,1,18,58
7/8/2025,7:42,Morning,BA,BA7244,LHR,CDG,France,Europe,SHORT,A320,0,20,160,0,9,34
10/22/2025,13:10,Lunchtime,BA,BA6733,LHR,ORD,USA,North America,LONG,A350,0,56,275,0,10,38
5/5/2025,12:46,Lunchtime,BA,BA4360,LHR,IST,Turkey,Europe,SHORT,A320,0,10,170,4,11,41
7/22/2025,12:25,Lunchtime,BA,BA8343,LHR,CDG,France,Europe,SHORT,A320,0,8,172,0,10,37
7/10/2025,16:52,Afternoon,BA,BA7765,LHR,LAX,USA,North America,LONG,B787,8,48,200,1,12,43
6/20/2025,8:29,Morning,BA,BA1697,LHR,AMS,Netherlands,Europe,SHORT,A320,0,18,162,0,4,21
6/30/2025,14:51,Afternoon,BA,BA8425,LHR,HND,Japan,Asia,LONG,A350,0,56,275,1,5,22
4/24/2025,10:55,Morning,BA,BA9547,LHR,AMS,Netherlands,Europe,SHORT,A320,0,20,160,1,2,13
9/1/2025,12:52,Lunchtime,BA,BA1690,LHR,CDG,France,Europe,SHORT,A320,0,15,165,1,10,37
10/29/2025,16:17,Afternoon,BA,BA9665,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,10,170,1,12,42
10/29/2025,13:35,Lunchtime,BA,BA9543,LHR,IST,Turkey,Europe,SHORT,A320,0,18,162,2,10,37
6/24/2025,15:18,Afternoon,BA,BA5328,LHR,LAX,USA,North America,LONG,B787,0,31,173,0,17,56
4/3/2025,16:02,Afternoon,BA,BA2316,LHR,AMS,Netherlands,Europe,SHORT,A320,0,11,169,0,8,30
7/19/2025,7:51,Morning,BA,BA2323,LHR,ORD,USA,North America,LONG,B777,8,49,178,0,11,41
9/3/2025,21:02,Evening,BA,BA7950,LHR,AMS,Netherlands,Europe,SHORT,A320,0,13,167,1,2,13
7/2/2025,22:15,Evening,BA,BA9558,LHR,FRA,Germany,Europe,SHORT,A320,0,16,164,1,6,24
